#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 139300      2.32e-01      6.46e-04      4.20e-02    2.9e-05
 139400      2.30e-01      8.62e-04      4.15e-02    2.9e-05
 139500      5.72e-01      2.11e-02      1.02e-01    2.9e-05
 139600      2.42e-01      3.15e-04      4.41e-02    2.9e-05
 139700      2.09e-01      1.31e-03      3.70e-02    2.9e-05
 139800      2.27e-01      4.68e-04      4.13e-02    2.9e-05
 139900      2.29e-01      6.46e-04      4.15e-02    2.9e-05
 140000      2.24e-01      5.28e-04      4.18e-02    2.8e-05
 140100      2.09e-01      7.10e-04      3.87e-02    2.8e-05
 140200      2.43e-01      1.75e-04      4.55e-02    2.8e-05
 140300      2.48e-01      1.80e-04      4.65e-02    2.8e-05
 140400      2.17e-01      9.46e-04      4.00e-02    2.8e-05
 140500      2.61e-01      2.57e-04      4.88e-02    2.8e-05
 140600      2.08e-01      5.81e-04      3.86e-02    2.8e-05
 140700      2.31e-01      6.47e-04      4.29e-02    2.8e-05
 140800      2.22e-01      3.67e-04      4.14e-02    2.8e-05
 140900      2.14e-01      9.62e-04      3.95e-02    2.8e-05
 141000      2.20e-01      1.98e-04      4.11e-02    2.8e-05
 141100      2.71e-01      9.71e-04      5.03e-02    2.8e-05
 141200      2.49e-01      8.65e-04      4.61e-02    2.8e-05
 141300      2.50e-01      1.19e-03      4.60e-02    2.8e-05
 141400      2.16e-01      8.81e-04      4.00e-02    2.8e-05
 141500      2.45e-01      2.59e-03      4.33e-02    2.8e-05
 141600      2.18e-01      4.86e-03      4.05e-02    2.8e-05
 141700      1.96e-01      4.25e-04      3.66e-02    2.8e-05
 141800      2.57e-01      1.45e-04      4.80e-02    2.8e-05
 141900      1.67e-01      4.82e-03      3.08e-02    2.8e-05
 142000      2.09e-01      8.59e-04      3.96e-02    2.6e-05
 142100      1.96e-01      9.49e-04      3.69e-02    2.6e-05
 142200      2.85e-01      1.33e-03      5.38e-02    2.6e-05
 142300      2.28e-01      3.65e-04      4.36e-02    2.6e-05
 142400      2.54e-01      2.08e-03      4.71e-02    2.6e-05
 142500      2.24e-01      5.97e-04      4.26e-02    2.6e-05
 142600      2.24e-01      4.80e-04      4.28e-02    2.6e-05
 142700      2.42e-01      1.48e-04      4.64e-02    2.6e-05
 142800      2.34e-01      4.02e-04      4.49e-02    2.6e-05
 142900      2.73e-01      1.96e-03      5.03e-02    2.6e-05
 143000      1.99e-01      1.59e-04      3.82e-02    2.6e-05
 143100      2.27e-01      2.24e-04      4.35e-02    2.6e-05
 143200      2.29e-01      4.93e-04      4.38e-02    2.6e-05
 143300      2.08e-01      1.12e-04      3.98e-02    2.6e-05
 143400      1.93e-01      4.18e-04      3.68e-02    2.6e-05
 143500      2.21e-01      2.02e-04      4.24e-02    2.6e-05
 143600      2.16e-01      4.68e-04      4.12e-02    2.6e-05
 143700      2.68e-01      4.65e-04      5.14e-02    2.6e-05
 143800      2.41e-01      9.89e-04      4.56e-02    2.6e-05
 143900      2.08e-01      2.81e-04      3.98e-02    2.6e-05
 144000      1.06e-01      7.54e-03      1.87e-02    2.5e-05
 144100      2.29e-01      6.16e-04      4.48e-02    2.5e-05
 144200      2.62e-01      2.77e-04      5.15e-02    2.5e-05
 144300      1.87e-01      4.88e-04      3.66e-02    2.5e-05
 144400      2.23e-01      7.44e-03      4.29e-02    2.5e-05
 144500      2.38e-01      2.10e-04      4.68e-02    2.5e-05
 144600      2.47e-01      1.03e-03      4.79e-02    2.5e-05
 144700      1.98e-01      2.43e-04      3.89e-02    2.5e-05
 144800      2.12e-01      8.91e-04      4.12e-02    2.5e-05
 144900      2.20e-01      2.06e-04      4.32e-02    2.5e-05
 145000      2.30e-01      1.69e-03      4.51e-02    2.5e-05
 145100      2.14e-01      4.82e-04      4.19e-02    2.5e-05
 145200      2.17e-01      8.18e-04      4.21e-02    2.5e-05
 145300      2.41e-01      6.03e-05      4.73e-02    2.5e-05
 145400      2.08e-01      1.77e-04      4.08e-02    2.5e-05
 145500      2.25e-01      1.62e-03      4.25e-02    2.5e-05
 145600      2.33e-01      1.45e-03      4.45e-02    2.5e-05
 145700      1.97e-01      7.93e-04      3.82e-02    2.5e-05
 145800      2.32e-01      1.31e-03      4.46e-02    2.5e-05
 145900      2.31e-01      3.88e-04      4.52e-02    2.5e-05
 146000      2.19e-01      4.04e-04      4.40e-02    2.4e-05
 146100      1.76e-01      2.50e-04      3.55e-02    2.4e-05
 146200      2.76e-01      1.02e-03      5.50e-02    2.4e-05
 146300      2.07e-01      4.21e-04      4.15e-02    2.4e-05
 146400      1.99e-01      4.14e-04      4.00e-02    2.4e-05
 146500      1.97e-01      2.17e-04      3.97e-02    2.4e-05
 146600      2.84e-01      3.35e-04      5.71e-02    2.4e-05
 146700      1.93e-01      1.45e-04      3.89e-02    2.4e-05
 146800      2.40e-01      2.27e-03      4.49e-02    2.4e-05
 146900      2.20e-01      5.09e-04      4.41e-02    2.4e-05
 147000      2.24e-01      3.56e-04      4.51e-02    2.4e-05
 147100      1.92e-01      5.55e-04      3.86e-02    2.4e-05
 147200      2.53e-01      2.76e-04      5.09e-02    2.4e-05
 147300      2.08e-01      4.95e-04      4.19e-02    2.4e-05
 147400      2.06e-01      4.08e-04      4.15e-02    2.4e-05
 147500      1.90e-01      2.88e-04      3.82e-02    2.4e-05
 147600      1.89e-01      6.52e-05      3.81e-02    2.4e-05
 147700      1.99e-01      2.24e-04      4.00e-02    2.4e-05
 147800      2.20e-01      5.57e-04      4.42e-02    2.4e-05
 147900      2.14e-01      1.23e-03      4.21e-02    2.4e-05
 148000      2.22e-01      6.29e-04      4.56e-02    2.2e-05
 148100      2.48e-01      5.70e-04      5.11e-02    2.2e-05
 148200      1.89e-01      5.26e-04      3.88e-02    2.2e-05
 148300      2.23e-01      1.14e-03      4.52e-02    2.2e-05
 148400      1.80e-01      1.27e-03      3.59e-02    2.2e-05
 148500      2.20e-01      4.42e-04      4.52e-02    2.2e-05
 148600      2.46e-01      2.04e-04      5.07e-02    2.2e-05
 148700      1.91e-01      3.43e-04      3.93e-02    2.2e-05
 148800      2.50e-01      4.31e-04      5.16e-02    2.2e-05
 148900      2.06e-01      4.43e-04      4.24e-02    2.2e-05
 149000      2.04e-01      3.91e-04      4.21e-02    2.2e-05
 149100      1.88e-01      1.09e-03      3.79e-02    2.2e-05
 149200      1.90e-01      2.16e-04      3.93e-02    2.2e-05
 149300      2.10e-01      1.44e-05      4.34e-02    2.2e-05
 149400      2.22e-01      1.31e-03      4.47e-02    2.2e-05
 149500      1.95e-01      2.97e-04      4.03e-02    2.2e-05
 149600      2.51e-01      6.19e-05      5.19e-02    2.2e-05
 149700      2.09e-01      7.59e-04      4.26e-02    2.2e-05
 149800      2.57e-01      3.23e-04      5.31e-02    2.2e-05
 149900      1.87e-01      2.87e-04      3.86e-02    2.2e-05
 150000      2.22e-01      2.02e-04      4.68e-02    2.1e-05
 150100      2.23e-01      7.61e-04      4.67e-02    2.1e-05
 150200      2.26e-01      3.25e-04      4.78e-02    2.1e-05
 150300      2.21e-01      3.56e-04      4.67e-02    2.1e-05
 150400      2.12e-01      3.20e-04      4.47e-02    2.1e-05
 150500      2.03e-01      1.39e-03      4.13e-02    2.1e-05
 150600      1.81e-01      1.06e-03      3.72e-02    2.1e-05
 150700      2.04e-01      1.66e-03      4.09e-02    2.1e-05
 150800      1.88e-01      1.03e-03      3.89e-02    2.1e-05
 150900      1.93e-01      4.15e-04      4.07e-02    2.1e-05
 151000      2.19e-01      3.63e-04      4.62e-02    2.1e-05
 151100      1.78e-01      7.10e-04      3.72e-02    2.1e-05
 151200      1.72e-01      3.54e-04      3.63e-02    2.1e-05
 151300      1.72e-01      2.20e-03      3.64e-02    2.1e-05
 151400      2.01e-01      6.09e-04      4.22e-02    2.1e-05
 151500      2.15e-01      5.08e-04      4.52e-02    2.1e-05
 151600      2.38e-01      1.46e-03      4.89e-02    2.1e-05
 151700      2.15e-01      7.67e-04      4.51e-02    2.1e-05
 151800      1.95e-01      1.78e-04      4.13e-02    2.1e-05
 151900      2.06e-01      5.74e-04      4.32e-02    2.1e-05
 152000      1.97e-01      3.64e-04      4.25e-02    2.0e-05
 152100      1.91e-01      3.92e-04      4.13e-02    2.0e-05
 152200      1.83e-01      7.32e-04      3.91e-02    2.0e-05
 152300      1.97e-01      4.72e-04      4.25e-02    2.0e-05
 152400      1.87e-01      1.69e-04      4.05e-02    2.0e-05
 152500      1.97e-01      2.25e-04      4.27e-02    2.0e-05
 152600      2.13e-01      4.40e-04      4.60e-02    2.0e-05
 152700      1.97e-01      5.69e-04      4.25e-02    2.0e-05
 152800      1.96e-01      2.66e-04      4.23e-02    2.0e-05
 152900      2.27e-01      4.40e-04      4.93e-02    2.0e-05
 153000      2.29e-01      1.11e-04      4.96e-02    2.0e-05
 153100      1.96e-01      2.97e-04      4.24e-02    2.0e-05
 153200      1.82e-01      3.22e-04      3.94e-02    2.0e-05
 153300      2.05e-01      1.01e-04      4.44e-02    2.0e-05
 153400      2.08e-01      5.34e-04      4.48e-02    2.0e-05
 153500      2.09e-01      2.25e-04      4.54e-02    2.0e-05
 153600      2.16e-01      1.02e-03      4.61e-02    2.0e-05
 153700      2.30e-01      1.46e-04      4.98e-02    2.0e-05
 153800      2.05e-01      2.47e-04      4.45e-02    2.0e-05
 153900      2.57e-01      2.92e-04      5.57e-02    2.0e-05
 154000      1.83e-01      4.45e-04      4.04e-02    1.9e-05
 154100      2.06e-01      3.87e-04      4.56e-02    1.9e-05
 154200      1.72e-01      7.11e-04      3.78e-02    1.9e-05
 154300      1.80e-01      4.17e-04      4.00e-02    1.9e-05
 154400      1.82e-01      7.62e-04      3.98e-02    1.9e-05
 154500      1.71e-01      8.07e-05      3.79e-02    1.9e-05
 154600      1.90e-01      1.50e-04      4.22e-02    1.9e-05
 154700      1.86e-01      1.60e-03      3.97e-02    1.9e-05
 154800      1.95e-01      7.74e-04      4.29e-02    1.9e-05
 154900      1.78e-01      1.41e-04      3.96e-02    1.9e-05
 155000      1.91e-01      3.12e-05      4.23e-02    1.9e-05
 155100      2.02e-01      6.48e-04      4.45e-02    1.9e-05
 155200      1.58e-01      4.64e-04      3.50e-02    1.9e-05
 155300      1.73e-01      3.84e-04      3.84e-02    1.9e-05
 155400      7.64e-02      2.86e-03      1.65e-02    1.9e-05
 155500      1.36e-01      1.81e-03      3.00e-02    1.9e-05
 155600      1.76e-01      9.61e-04      3.83e-02    1.9e-05
 155700      1.77e-01      8.61e-04      3.87e-02    1.9e-05
 155800      1.93e-01      5.69e-04      4.27e-02    1.9e-05
 155900      2.07e-01      5.57e-04      4.57e-02    1.9e-05
 156000      2.05e-01      4.71e-04      4.64e-02    1.8e-05
 156100      2.03e-01      2.21e-04      4.61e-02    1.8e-05
 156200      1.78e-01      3.28e-04      4.05e-02    1.8e-05
 156300      1.57e-01      8.95e-04      3.48e-02    1.8e-05
 156400      1.86e-01      5.92e-04      4.21e-02    1.8e-05
 156500      2.32e-01      4.54e-04      5.27e-02    1.8e-05
 156600      1.82e-01      2.95e-04      4.14e-02    1.8e-05
 156700      1.72e-01      1.18e-03      3.78e-02    1.8e-05
 156800      1.70e-01      6.60e-04      3.83e-02    1.8e-05
 156900      1.60e-01      4.69e-04      3.63e-02    1.8e-05
 157000      1.88e-01      8.79e-05      4.27e-02    1.8e-05
 157100      1.89e-01      5.66e-04      4.27e-02    1.8e-05
 157200      1.69e-01      2.08e-04      3.85e-02    1.8e-05
 157300      2.01e-01      4.01e-04      4.55e-02    1.8e-05
 157400      1.88e-01      6.00e-04      4.25e-02    1.8e-05
 157500      2.21e-01      8.28e-04      4.97e-02    1.8e-05
 157600      1.86e-01      2.36e-04      4.22e-02    1.8e-05
 157700      1.73e-01      2.51e-04      3.93e-02    1.8e-05
 157800      2.26e-01      1.37e-03      5.00e-02    1.8e-05
 157900      2.40e-01      1.62e-03      5.28e-02    1.8e-05
 158000      1.73e-01      5.00e-04      4.02e-02    1.7e-05
 158100      1.81e-01      1.22e-03      4.08e-02    1.7e-05
 158200      2.11e-01      2.97e-04      4.91e-02    1.7e-05
 158300      1.72e-01      2.26e-04      4.02e-02    1.7e-05
 158400      2.22e-01      6.26e-04      5.14e-02    1.7e-05
 158500      2.74e-01      2.52e-03      6.37e-02    1.7e-05
 158600      2.09e-01      6.64e-04      4.84e-02    1.7e-05
 158700      1.77e-01      4.60e-04      4.10e-02    1.7e-05
 158800      1.88e-01      5.67e-04      4.37e-02    1.7e-05
 158900      1.78e-01      1.86e-04      4.16e-02    1.7e-05
 159000      1.89e-01      3.07e-04      4.40e-02    1.7e-05
 159100      1.61e-01      3.86e-04      3.73e-02    1.7e-05
 159200      1.74e-01      7.08e-04      4.02e-02    1.7e-05
 159300      1.86e-01      2.86e-04      4.33e-02    1.7e-05
 159400      1.96e-01      4.20e-04      4.56e-02    1.7e-05
 159500      2.19e-01      4.93e-04      5.10e-02    1.7e-05
 159600      1.64e-01      2.90e-04      3.82e-02    1.7e-05
 159700      1.58e-01      4.88e-04      3.67e-02    1.7e-05
 159800      2.41e-01      2.43e-04      5.63e-02    1.7e-05
 159900      1.70e-01      8.58e-04      3.89e-02    1.7e-05
 160000      1.96e-01      8.60e-05      4.68e-02    1.7e-05
 160100      1.84e-01      1.04e-03      4.29e-02    1.7e-05
 160200      1.78e-01      1.24e-03      4.10e-02    1.7e-05
 160300      1.70e-01      1.29e-03      3.90e-02    1.7e-05
 160400      1.56e-01      3.20e-04      3.73e-02    1.7e-05
 160500      1.59e-01      2.72e-04      3.80e-02    1.7e-05
 160600      1.60e-01      4.21e-04      3.81e-02    1.7e-05
 160700      2.00e-01      1.19e-03      4.64e-02    1.7e-05
 160800      1.99e-01      1.71e-03      4.58e-02    1.7e-05
 160900      2.21e-01      9.69e-04      5.20e-02    1.7e-05
 161000      2.47e-01      6.65e-04      5.88e-02    1.7e-05
 161100      1.75e-01      5.57e-04      4.16e-02    1.7e-05
 161200      1.54e-01      2.14e-04      3.68e-02    1.7e-05
 161300      1.66e-01      3.77e-04      3.96e-02    1.7e-05
 161400      2.00e-01      7.99e-05      4.77e-02    1.7e-05
 161500      1.68e-01      4.98e-05      4.02e-02    1.7e-05
 161600      1.70e-01      3.63e-04      4.05e-02    1.7e-05
 161700      1.96e-01      1.68e-03      4.41e-02    1.7e-05
 161800      1.66e-01      1.68e-04      3.96e-02    1.7e-05
 161900      1.86e-01      4.00e-04      4.43e-02    1.7e-05
 162000      2.28e-01      1.48e-03      5.40e-02    1.6e-05
 162100      2.15e-01      5.53e-04      5.24e-02    1.6e-05
 162200      1.55e-01      2.57e-04      3.80e-02    1.6e-05
 162300      1.93e-01      6.60e-04      4.67e-02    1.6e-05
 162400      1.80e-01      3.78e-04      4.40e-02    1.6e-05
 162500      1.42e-01      2.75e-04      3.46e-02    1.6e-05
 162600      1.77e-01      4.28e-04      4.30e-02    1.6e-05
 162700      1.82e-01      5.24e-04      4.43e-02    1.6e-05
 162800      1.72e-01      5.88e-04      4.18e-02    1.6e-05
 162900      2.34e-01      9.18e-04      5.65e-02    1.6e-05
 163000      1.65e-01      2.38e-04      4.04e-02    1.6e-05
 163100      1.69e-01      1.08e-03      4.05e-02    1.6e-05
 163200      1.98e-01      4.41e-04      4.84e-02    1.6e-05
 163300      1.64e-01      3.75e-04      3.99e-02    1.6e-05
 163400      1.83e-01      5.48e-04      4.45e-02    1.6e-05
 163500      1.77e-01      5.40e-04      4.31e-02    1.6e-05
 163600      1.67e-01      1.90e-04      4.07e-02    1.6e-05
 163700      1.80e-01      3.16e-04      4.39e-02    1.6e-05
 163800      1.73e-01      2.09e-04      4.24e-02    1.6e-05
 163900      1.80e-01      5.79e-04      4.37e-02    1.6e-05
 164000      1.50e-01      7.09e-04      3.71e-02    1.5e-05
 164100      2.22e-01      9.22e-04      5.50e-02    1.5e-05
 164200      1.60e-01      4.13e-04      3.99e-02    1.5e-05
 164300      1.89e-01      5.94e-04      4.71e-02    1.5e-05
 164400      1.83e-01      5.18e-04      4.55e-02    1.5e-05
 164500      1.51e-01      4.24e-04      3.76e-02    1.5e-05
 164600      1.56e-01      1.09e-03      3.77e-02    1.5e-05
 164700      1.82e-01      5.65e-04      4.53e-02    1.5e-05
 164800      1.66e-01      5.46e-04      4.12e-02    1.5e-05
 164900      1.74e-01      2.70e-04      4.35e-02    1.5e-05
 165000      1.71e-01      5.03e-04      4.26e-02    1.5e-05
 165100      1.68e-01      8.28e-04      4.16e-02    1.5e-05
 165200      8.79e-02      9.98e-04      2.20e-02    1.5e-05
 165300      1.83e-01      3.94e-04      4.56e-02    1.5e-05
 165400      1.62e-01      9.70e-04      3.95e-02    1.5e-05
 165500      1.62e-01      4.17e-04      4.03e-02    1.5e-05
 165600      1.69e-01      7.29e-04      4.17e-02    1.5e-05
 165700      1.56e-01      6.47e-04      3.87e-02    1.5e-05
 165800      1.18e-01      1.33e-02      2.10e-02    1.5e-05
 165900      1.60e-01      5.76e-04      3.96e-02    1.5e-05
 166000      1.92e-01      4.31e-04      4.92e-02    1.4e-05
 166100      1.64e-01      9.68e-04      4.10e-02    1.4e-05
 166200      1.87e-01      8.06e-04      4.74e-02    1.4e-05
 166300      1.71e-01      1.32e-03      4.25e-02    1.4e-05
 166400      1.54e-01      2.80e-04      3.95e-02    1.4e-05
 166500      1.66e-01      1.10e-03      4.13e-02    1.4e-05
 166600      1.86e-01      5.86e-04      4.75e-02    1.4e-05
 166700      1.64e-01      1.55e-04      4.20e-02    1.4e-05
 166800      1.82e-01      7.70e-04      4.60e-02    1.4e-05
 166900      1.68e-01      1.24e-03      4.14e-02    1.4e-05
 167000      1.74e-01      4.78e-04      4.45e-02    1.4e-05
 167100      1.44e-01      3.03e-04      3.69e-02    1.4e-05
 167200      1.68e-01      1.08e-03      4.17e-02    1.4e-05
 167300      1.78e-01      2.77e-04      4.57e-02    1.4e-05
 167400      1.44e-01      2.94e-04      3.69e-02    1.4e-05
 167500      1.67e-01      3.01e-04      4.28e-02    1.4e-05
 167600      1.82e-01      4.41e-04      4.66e-02    1.4e-05
 167700      1.62e-01      2.54e-04      4.16e-02    1.4e-05
 167800      1.60e-01      5.05e-04      4.08e-02    1.4e-05
 167900      1.84e-01      8.68e-04      4.64e-02    1.4e-05
 168000      1.63e-01      2.05e-04      4.28e-02    1.3e-05
 168100      1.68e-01      8.19e-04      4.34e-02    1.3e-05
 168200      1.83e-01      4.14e-04      4.79e-02    1.3e-05
 168300      1.72e-01      6.84e-04      4.50e-02    1.3e-05
 168400      1.65e-01      4.00e-04      4.31e-02    1.3e-05
 168500      1.73e-01      3.98e-04      4.53e-02    1.3e-05
 168600      1.46e-01      3.51e-05      3.84e-02    1.3e-05
 168700      1.65e-01      1.10e-03      4.19e-02    1.3e-05
 168800      1.58e-01      3.75e-03      4.11e-02    1.3e-05
 168900      1.46e-01      3.54e-04      3.83e-02    1.3e-05
 169000      2.07e-01      1.39e-03      5.26e-02    1.3e-05
 169100      1.52e-01      3.28e-04      3.97e-02    1.3e-05
 169200      1.65e-01      4.07e-04      4.32e-02    1.3e-05
 169300      1.79e-01      5.92e-04      4.67e-02    1.3e-05
 169400      1.68e-01      1.31e-04      4.41e-02    1.3e-05
