#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 313700      5.40e-02      3.46e-04      4.52e-02    3.4e-07
 313800      4.95e-02      2.58e-04      4.19e-02    3.4e-07
 313900      4.41e-02      2.11e-04      3.75e-02    3.4e-07
 314000      5.71e-02      3.97e-04      4.79e-02    3.2e-07
 314100      5.06e-02      2.59e-04      4.35e-02    3.2e-07
 314200      5.72e-02      2.37e-04      4.92e-02    3.2e-07
 314300      4.27e-02      2.46e-04      3.62e-02    3.2e-07
 314400      5.53e-02      3.04e-04      4.70e-02    3.2e-07
 314500      5.06e-02      6.48e-05      4.40e-02    3.2e-07
 314600      4.51e-02      8.24e-05      3.92e-02    3.2e-07
 314700      3.00e-02      1.72e-03      2.43e-02    3.2e-07
 314800      5.09e-02      1.69e-04      4.39e-02    3.2e-07
 314900      6.15e-02      4.98e-04      5.18e-02    3.2e-07
 315000      5.00e-02      3.33e-04      4.20e-02    3.2e-07
 315100      4.60e-02      2.01e-04      3.97e-02    3.2e-07
 315200      3.00e-02      1.59e-03      2.46e-02    3.2e-07
 315300      5.25e-02      7.23e-05      4.57e-02    3.2e-07
 315400      5.80e-02      7.79e-04      4.32e-02    3.2e-07
 315500      4.60e-02      1.71e-04      3.97e-02    3.2e-07
 315600      4.93e-02      1.83e-04      4.25e-02    3.2e-07
 315700      4.91e-02      1.40e-04      4.25e-02    3.2e-07
 315800      4.22e-02      2.49e-04      3.58e-02    3.2e-07
 315900      4.86e-02      2.06e-04      4.17e-02    3.2e-07
 316000      4.86e-02      2.93e-04      4.14e-02    3.0e-07
 316100      4.68e-02      1.47e-04      4.07e-02    3.0e-07
 316200      4.71e-02      4.32e-04      3.86e-02    3.0e-07
 316300      4.54e-02      1.73e-04      3.93e-02    3.0e-07
 316400      4.67e-02      3.03e-04      3.96e-02    3.0e-07
 316500      5.34e-02      3.96e-05      4.68e-02    3.0e-07
 316600      4.97e-02      4.34e-04      4.10e-02    3.0e-07
 316700      5.04e-02      1.21e-04      4.39e-02    3.0e-07
 316800      4.03e-02      1.80e-04      3.47e-02    3.0e-07
 316900      4.39e-02      1.19e-04      3.83e-02    3.0e-07
 317000      4.92e-02      7.22e-05      4.30e-02    3.0e-07
 317100      4.85e-02      3.13e-04      4.11e-02    3.0e-07
 317200      4.29e-02      8.93e-05      3.74e-02    3.0e-07
 317300      4.86e-02      1.06e-04      4.24e-02    3.0e-07
 317400      5.28e-02      4.60e-04      4.35e-02    3.0e-07
 317500      5.23e-02      1.20e-04      4.56e-02    3.0e-07
 317600      4.55e-02      3.13e-04      3.84e-02    3.0e-07
 317700      5.59e-02      3.04e-04      4.78e-02    3.0e-07
 317800      5.33e-02      3.78e-04      4.55e-02    3.0e-07
 317900      4.74e-02      1.18e-04      4.14e-02    3.0e-07
 318000      5.54e-02      2.19e-04      4.82e-02    2.9e-07
 318100      4.58e-02      1.38e-04      4.01e-02    2.9e-07
 318200      5.12e-02      5.00e-04      4.29e-02    2.9e-07
 318300      5.10e-02      1.07e-04      4.48e-02    2.9e-07
 318400      4.75e-02      4.00e-05      4.19e-02    2.9e-07
 318500      5.01e-02      8.18e-05      4.41e-02    2.9e-07
 318600      5.42e-02      4.72e-04      4.49e-02    2.9e-07
 318700      5.17e-02      3.74e-04      4.44e-02    2.9e-07
 318800      4.67e-02      2.66e-04      4.01e-02    2.9e-07
 318900      1.83e-02      6.29e-04      1.57e-02    2.9e-07
 319000      4.76e-02      4.17e-04      3.94e-02    2.9e-07
 319100      4.75e-02      3.38e-04      4.08e-02    2.9e-07
 319200      4.98e-02      3.23e-04      4.24e-02    2.9e-07
 319300      7.37e-02      5.12e-04      6.25e-02    2.9e-07
 319400      5.17e-02      2.04e-04      4.50e-02    2.9e-07
 319500      4.80e-02      8.16e-05      4.22e-02    2.9e-07
 319600      4.53e-02      1.85e-04      3.94e-02    2.9e-07
 319700      5.32e-02      2.11e-04      4.63e-02    2.9e-07
 319800      5.13e-02      1.25e-04      4.50e-02    2.9e-07
 319900      4.17e-02      1.58e-04      3.64e-02    2.9e-07
 320000      5.52e-02      4.46e-04      4.64e-02    2.7e-07
 320100      4.99e-02      3.00e-04      4.29e-02    2.7e-07
 320200      4.34e-02      1.64e-04      3.81e-02    2.7e-07
 320300      4.54e-02      7.80e-05      4.02e-02    2.7e-07
 320400      5.62e-02      8.08e-05      4.98e-02    2.7e-07
 320500      5.06e-02      1.83e-04      4.44e-02    2.7e-07
 320600      4.47e-02      1.73e-04      3.92e-02    2.7e-07
 320700      4.55e-02      2.00e-04      3.98e-02    2.7e-07
 320800      4.56e-02      2.81e-04      3.92e-02    2.7e-07
 320900      7.09e-02      5.93e-04      5.93e-02    2.7e-07
 321000      4.46e-02      1.73e-04      3.92e-02    2.7e-07
 321100      6.03e-02      2.66e-04      5.27e-02    2.7e-07
 321200      5.51e-02      6.27e-04      4.55e-02    2.7e-07
 321300      5.33e-02      3.74e-04      4.54e-02    2.7e-07
 321400      3.99e-02      6.57e-05      3.53e-02    2.7e-07
 321500      4.50e-02      3.06e-04      3.85e-02    2.7e-07
 321600      4.97e-02      4.13e-04      4.17e-02    2.7e-07
 321700      5.08e-02      5.87e-04      4.19e-02    2.7e-07
 321800      5.02e-02      1.44e-04      4.42e-02    2.7e-07
 321900      4.28e-02      1.18e-04      3.77e-02    2.7e-07
 322000      4.81e-02      4.00e-04      4.14e-02    2.6e-07
 322100      4.70e-02      8.34e-05      4.18e-02    2.6e-07
 322200      4.76e-02      2.27e-04      4.17e-02    2.6e-07
 322300      5.20e-02      3.42e-04      4.48e-02    2.6e-07
 322400      4.41e-02      7.88e-05      3.92e-02    2.6e-07
 322500      4.58e-02      1.78e-04      4.03e-02    2.6e-07
 322600      5.32e-02      2.98e-04      4.63e-02    2.6e-07
 322700      5.04e-02      2.17e-04      4.43e-02    2.6e-07
 322800      5.74e-02      3.34e-04      4.98e-02    2.6e-07
 322900      3.99e-02      2.51e-03      3.26e-02    2.6e-07
 323000      6.25e-02      4.19e-04      5.37e-02    2.6e-07
 323100      4.18e-02      1.59e-04      3.69e-02    2.6e-07
 323200      4.55e-02      5.31e-05      4.05e-02    2.6e-07
 323300      4.71e-02      4.98e-05      4.19e-02    2.6e-07
 323400      4.46e-02      2.10e-04      3.90e-02    2.6e-07
 323500      5.85e-02      2.53e-04      5.14e-02    2.6e-07
 323600      4.55e-02      2.16e-04      3.98e-02    2.6e-07
 323700      4.47e-02      3.14e-04      3.82e-02    2.6e-07
 323800      4.77e-02      2.77e-04      4.17e-02    2.6e-07
 323900      6.17e-02      3.61e-04      5.35e-02    2.6e-07
 324000      5.31e-02      1.87e-05      4.76e-02    2.5e-07
 324100      4.26e-02      2.90e-04      3.68e-02    2.5e-07
 324200      4.29e-02      1.22e-04      3.82e-02    2.5e-07
 324300      4.39e-02      1.28e-04      3.91e-02    2.5e-07
 324400      6.58e-02      4.86e-04      5.64e-02    2.5e-07
 324500      4.77e-02      3.41e-04      4.10e-02    2.5e-07
 324600      4.55e-02      1.08e-04      4.06e-02    2.5e-07
 324700      5.48e-02      8.08e-05      4.91e-02    2.5e-07
 324800      4.69e-02      2.81e-04      4.12e-02    2.5e-07
 324900      5.19e-02      9.66e-05      4.63e-02    2.5e-07
 325000      5.10e-02      6.95e-04      4.12e-02    2.5e-07
 325100      4.84e-02      3.26e-04      4.19e-02    2.5e-07
 325200      4.45e-02      3.35e-04      3.87e-02    2.5e-07
 325300      5.14e-02      2.47e-04      4.52e-02    2.5e-07
 325400      5.31e-02      1.63e-04      4.73e-02    2.5e-07
 325500      5.39e-02      1.65e-04      4.79e-02    2.5e-07
 325600      2.81e-02      6.59e-04      2.49e-02    2.5e-07
 325700      5.42e-02      3.43e-04      4.76e-02    2.5e-07
 325800      4.32e-02      2.23e-04      3.79e-02    2.5e-07
 325900      4.35e-02      1.34e-04      3.87e-02    2.5e-07
 326000      4.98e-02      2.06e-04      4.42e-02    2.3e-07
 326100      4.42e-02      7.22e-05      3.97e-02    2.3e-07
 326200      4.77e-02      2.27e-04      4.25e-02    2.3e-07
 326300      4.66e-02      3.04e-04      4.06e-02    2.3e-07
 326400      4.84e-02      4.17e-04      4.10e-02    2.3e-07
 326500      5.21e-02      2.51e-04      4.60e-02    2.3e-07
 326600      4.62e-02      4.00e-04      3.92e-02    2.3e-07
 326700      4.86e-02      5.70e-05      4.37e-02    2.3e-07
 326800      4.92e-02      4.46e-04      4.14e-02    2.3e-07
 326900      5.16e-02      2.42e-04      4.56e-02    2.3e-07
 327000      4.31e-02      3.61e-04      3.74e-02    2.3e-07
 327100      5.57e-02      1.45e-04      4.99e-02    2.3e-07
 327200      4.58e-02      2.29e-04      4.05e-02    2.3e-07
 327300      6.54e-02      4.69e-04      5.65e-02    2.3e-07
 327400      5.08e-02      6.41e-04      4.19e-02    2.3e-07
 327500      4.71e-02      5.49e-04      3.94e-02    2.3e-07
 327600      4.51e-02      3.69e-04      3.85e-02    2.3e-07
 327700      6.69e-02      6.67e-04      5.54e-02    2.3e-07
 327800      4.62e-02      2.08e-04      4.12e-02    2.3e-07
 327900      5.04e-02      8.60e-05      4.53e-02    2.3e-07
 328000      4.60e-02      2.49e-04      4.10e-02    2.2e-07
 328100      4.12e-02      1.02e-04      3.70e-02    2.2e-07
 328200      4.70e-02      1.04e-04      4.24e-02    2.2e-07
 328300      5.03e-02      6.09e-05      4.54e-02    2.2e-07
 328400      4.76e-02      1.18e-04      4.28e-02    2.2e-07
 328500      4.37e-02      1.53e-04      3.91e-02    2.2e-07
 328600      4.88e-02      2.00e-04      4.36e-02    2.2e-07
 328700      4.65e-02      1.52e-04      4.17e-02    2.2e-07
 328800      5.01e-02      1.28e-05      4.53e-02    2.2e-07
 328900      3.33e-02      4.91e-04      3.00e-02    2.2e-07
 329000      4.66e-02      6.39e-04      3.56e-02    2.2e-07
 329100      4.61e-02      3.52e-04      3.98e-02    2.2e-07
 329200      4.48e-02      3.14e-04      3.90e-02    2.2e-07
 329300      4.10e-02      2.66e-04      3.59e-02    2.2e-07
 329400      5.12e-02      3.36e-04      4.48e-02    2.2e-07
 329500      4.47e-02      1.89e-03      3.89e-02    2.2e-07
 329600      4.79e-02      3.71e-04      4.13e-02    2.2e-07
 329700      4.57e-02      2.54e-04      4.03e-02    2.2e-07
 329800      4.28e-02      5.03e-04      3.86e-02    2.2e-07
 329900      4.36e-02      8.26e-05      3.93e-02    2.2e-07
 330000      4.61e-02      1.39e-04      4.15e-02    2.1e-07
 330100      4.49e-02      1.47e-04      4.05e-02    2.1e-07
 330200      4.84e-02      3.54e-04      4.22e-02    2.1e-07
 330300      4.86e-02      2.22e-04      4.35e-02    2.1e-07
 330400      5.39e-02      5.59e-04      4.48e-02    2.1e-07
 330500      4.90e-02      3.17e-04      4.31e-02    2.1e-07
 330600      4.80e-02      3.67e-05      4.36e-02    2.1e-07
 330700      4.24e-02      3.61e-05      3.85e-02    2.1e-07
 330800      4.61e-02      3.50e-04      4.07e-02    2.1e-07
 330900      4.50e-02      3.00e-04      4.00e-02    2.1e-07
 331000      4.16e-02      1.26e-04      3.76e-02    2.1e-07
 331100      4.85e-02      1.15e-04      4.38e-02    2.1e-07
 331200      3.89e-02      1.64e-04      3.49e-02    2.1e-07
 331300      6.35e-02      8.16e-04      5.00e-02    2.1e-07
 331400      4.32e-02      9.80e-05      3.91e-02    2.1e-07
 331500      5.07e-02      2.98e-04      4.49e-02    2.1e-07
 331600      4.77e-02      1.08e-04      4.31e-02    2.1e-07
 331700      5.83e-02      1.82e-04      5.25e-02    2.1e-07
 331800      4.77e-02      2.60e-04      4.23e-02    2.1e-07
 331900      4.20e-02      5.56e-05      3.82e-02    2.1e-07
 332000      4.90e-02      1.33e-04      4.45e-02    2.0e-07
 332100      5.23e-02      1.63e-04      4.74e-02    2.0e-07
 332200      4.39e-02      9.17e-05      3.99e-02    2.0e-07
 332300      4.94e-02      1.97e-04      4.45e-02    2.0e-07
 332400      4.31e-02      1.10e-04      3.92e-02    2.0e-07
 332500      4.26e-02      1.86e-04      3.83e-02    2.0e-07
 332600      4.16e-02      2.49e-04      3.70e-02    2.0e-07
 332700      4.84e-02      1.56e-04      4.39e-02    2.0e-07
 332800      5.79e-02      5.07e-04      4.97e-02    2.0e-07
 332900      4.26e-02      2.49e-04      3.82e-02    2.0e-07
 333000      4.56e-02      4.12e-04      3.90e-02    2.0e-07
 333100      4.97e-02      9.86e-05      4.53e-02    2.0e-07
 333200      4.53e-02      2.07e-04      4.07e-02    2.0e-07
 333300      4.49e-02      2.38e-04      4.01e-02    2.0e-07
 333400      4.45e-02      1.14e-04      4.05e-02    2.0e-07
 333500      4.60e-02      5.15e-04      3.93e-02    2.0e-07
 333600      4.70e-02      4.20e-04      4.03e-02    2.0e-07
 333700      4.73e-02      1.15e-04      4.30e-02    2.0e-07
 333800      4.21e-02      1.62e-04      3.80e-02    2.0e-07
 333900      4.80e-02      1.69e-04      4.34e-02    2.0e-07
 334000      4.58e-02      1.75e-04      4.17e-02    1.9e-07
 334100      5.07e-02      2.28e-04      4.57e-02    1.9e-07
 334200      4.64e-02      2.07e-04      4.19e-02    1.9e-07
 334300      4.51e-02      8.01e-05      4.13e-02    1.9e-07
 334400      4.41e-02      2.03e-04      4.00e-02    1.9e-07
 334500      5.04e-02      6.74e-05      4.61e-02    1.9e-07
 334600      4.82e-02      3.53e-04      4.23e-02    1.9e-07
 334700      4.15e-02      1.83e-04      3.77e-02    1.9e-07
 334800      5.45e-02      3.10e-04      4.87e-02    1.9e-07
 334900      4.60e-02      2.25e-04      4.14e-02    1.9e-07
 335000      4.47e-02      2.19e-04      4.05e-02    1.9e-07
 335100      4.04e-02      3.52e-04      3.48e-02    1.9e-07
 335200      5.48e-02      4.30e-04      4.78e-02    1.9e-07
 335300      5.10e-02      3.05e-04      4.54e-02    1.9e-07
 335400      5.60e-02      3.91e-04      4.94e-02    1.9e-07
 335500      5.08e-02      3.73e-04      4.46e-02    1.9e-07
 335600      4.98e-02      2.89e-04      4.45e-02    1.9e-07
 335700      4.81e-02      4.28e-04      4.23e-02    1.9e-07
 335800      4.79e-02      2.99e-04      4.25e-02    1.9e-07
 335900      4.77e-02      3.08e-04      4.23e-02    1.9e-07
 336000      5.23e-02      6.25e-04      4.25e-02    1.8e-07
 336100      4.22e-02      1.36e-04      3.86e-02    1.8e-07
 336200      4.93e-02      1.84e-04      4.48e-02    1.8e-07
 336300      4.59e-02      1.53e-04      4.19e-02    1.8e-07
 336400      4.92e-02      4.73e-04      4.19e-02    1.8e-07
 336500      5.73e-02      4.50e-04      5.02e-02    1.8e-07
 336600      2.20e-02      1.06e-03      1.93e-02    1.8e-07
 336700      4.33e-02      3.30e-04      3.87e-02    1.8e-07
 336800      4.23e-02      1.80e-04      3.86e-02    1.8e-07
 336900      4.60e-02      5.28e-05      4.23e-02    1.8e-07
 337000      4.51e-02      2.74e-04      4.03e-02    1.8e-07
 337100      5.45e-02      1.91e-04      4.97e-02    1.8e-07
 337200      4.28e-02      1.69e-04      3.89e-02    1.8e-07
 337300      5.40e-02      2.50e-04      4.88e-02    1.8e-07
 337400      4.70e-02      1.41e-04      4.30e-02    1.8e-07
 337500      5.22e-02      1.15e-04      4.79e-02    1.8e-07
 337600      5.59e-02      3.31e-04      5.01e-02    1.8e-07
 337700      4.11e-02      1.79e-04      3.73e-02    1.8e-07
 337800      5.27e-02      1.16e-04      4.83e-02    1.8e-07
 337900      4.59e-02      1.25e-04      4.20e-02    1.8e-07
 338000      4.67e-02      1.92e-04      4.26e-02    1.7e-07
 338100      4.58e-02      2.57e-04      4.17e-02    1.7e-07
 338200      4.10e-02      1.91e-04      3.72e-02    1.7e-07
 338300      4.42e-02      3.00e-04      3.99e-02    1.7e-07
 338400      4.47e-02      1.35e-04      4.10e-02    1.7e-07
 338500      4.20e-02      1.69e-04      3.85e-02    1.7e-07
 338600      5.44e-02      2.14e-04      4.96e-02    1.7e-07
 338700      6.05e-02      5.20e-04      5.27e-02    1.7e-07
 338800      4.96e-02      2.94e-04      4.50e-02    1.7e-07
 338900      4.81e-02      1.75e-04      4.40e-02    1.7e-07
 339000      5.11e-02      4.41e-04      4.44e-02    1.7e-07
 339100      4.79e-02      1.77e-05      4.42e-02    1.7e-07
 339200      4.29e-02      8.32e-05      3.96e-02    1.7e-07
 339300      4.82e-02      9.96e-05      4.44e-02    1.7e-07
 339400      3.98e-02      9.98e-05      3.66e-02    1.7e-07
 339500      4.53e-02      1.96e-04      4.13e-02    1.7e-07
 339600      4.44e-02      2.24e-04      4.02e-02    1.7e-07
 339700      4.12e-02      1.85e-04      3.74e-02    1.7e-07
 339800      5.99e-02      5.18e-04      5.21e-02    1.7e-07
 339900      4.56e-02      2.33e-04      4.12e-02    1.7e-07
 340000      4.60e-02      3.29e-04      4.15e-02    1.6e-07
 340100      4.45e-02      1.45e-04      4.09e-02    1.6e-07
 340200      4.50e-02      1.72e-04      4.12e-02    1.6e-07
 340300      4.58e-02      3.43e-04      4.06e-02    1.6e-07
 340400      4.92e-02      3.62e-04      4.37e-02    1.6e-07
 340500      6.11e-02      4.53e-04      5.41e-02    1.6e-07
 340600      3.97e-02      1.13e-04      3.66e-02    1.6e-07
 340700      5.34e-02      6.36e-04      4.38e-02    1.6e-07
 340800      4.13e-02      1.74e-04      3.78e-02    1.6e-07
 340900      5.30e-02      4.61e-04      4.72e-02    1.6e-07
 341000      4.06e-02      1.08e-04      3.74e-02    1.6e-07
 341100      4.95e-02      2.69e-04      4.48e-02    1.6e-07
 341200      5.10e-02      3.10e-04      4.59e-02    1.6e-07
 341300      5.41e-02      4.94e-04      4.68e-02    1.6e-07
 341400      5.17e-02      2.73e-04      4.73e-02    1.6e-07
 341500      5.32e-02      1.19e-04      4.91e-02    1.6e-07
 341600      4.33e-02      2.28e-04      3.93e-02    1.6e-07
 341700      9.06e-02      1.30e-03      6.94e-02    1.6e-07
 341800      6.90e-02      5.80e-04      6.04e-02    1.6e-07
 341900      4.25e-02      1.10e-04      3.92e-02    1.6e-07
 342000      5.24e-02      2.90e-04      4.76e-02    1.6e-07
 342100      1.18e-01      6.77e-04      1.10e-01    1.6e-07
 342200      4.31e-02      1.48e-04      3.98e-02    1.6e-07
 342300      5.65e-02      3.67e-04      5.09e-02    1.6e-07
 342400      5.36e-02      1.91e-04      4.93e-02    1.6e-07
 342500      4.62e-02      1.82e-04      4.25e-02    1.6e-07
 342600      4.32e-02      4.11e-04      3.72e-02    1.6e-07
 342700      4.01e-02      7.90e-05      3.72e-02    1.6e-07
 342800      4.58e-02      2.32e-04      4.21e-02    1.6e-07
 342900      4.64e-02      1.11e-04      4.30e-02    1.6e-07
 343000      4.88e-02      4.93e-04      4.17e-02    1.6e-07
 343100      4.75e-02      1.02e-04      4.41e-02    1.6e-07
 343200      4.57e-02      6.01e-05      4.24e-02    1.6e-07
 343300      5.40e-02      3.75e-04      4.84e-02    1.6e-07
 343400      4.42e-02      2.74e-04      3.99e-02    1.6e-07
 343500      4.32e-02      2.30e-04      3.93e-02    1.6e-07
 343600      4.82e-02      2.15e-04      4.42e-02    1.6e-07
 343700      3.99e-02      2.24e-04      3.62e-02    1.6e-07
 343800      4.57e-02      5.85e-05      4.25e-02    1.6e-07
 343900      4.77e-02      3.94e-04      4.20e-02    1.6e-07
 344000      4.79e-02      2.11e-04      4.41e-02    1.5e-07
 344100      4.54e-02      2.34e-04      4.15e-02    1.5e-07
 344200      4.08e-02      2.07e-04      3.76e-02    1.5e-07
 344300      5.26e-02      1.72e-04      4.87e-02    1.5e-07
 344400      5.99e-02      8.06e-05      5.59e-02    1.5e-07
 344500      4.03e-02      1.76e-04      3.71e-02    1.5e-07
 344600      4.41e-02      1.42e-04      4.09e-02    1.5e-07
 344700      4.83e-02      3.88e-04      4.28e-02    1.5e-07
 344800      5.56e-02      3.63e-04      5.02e-02    1.5e-07
 344900      3.97e-02      1.33e-04      3.67e-02    1.5e-07
 345000      4.44e-02      1.67e-04      4.10e-02    1.5e-07
 345100      4.50e-02      1.87e-04      4.14e-02    1.5e-07
 345200      4.51e-02      1.61e-04      4.19e-02    1.5e-07
 345300      4.62e-02      2.97e-04      4.17e-02    1.5e-07
 345400      5.26e-02      2.41e-03      4.70e-02    1.5e-07
 345500      4.48e-02      1.63e-04      4.14e-02    1.5e-07
 345600      5.00e-02      4.79e-04      4.45e-02    1.5e-07
 345700      4.54e-02      6.29e-05      4.23e-02    1.5e-07
 345800      4.93e-02      1.99e-04      4.55e-02    1.5e-07
 345900      3.89e-02      1.65e-04      3.59e-02    1.5e-07
 346000      4.08e-02      2.68e-04      3.69e-02    1.4e-07
 346100      5.89e-02      3.40e-04      5.37e-02    1.4e-07
 346200      4.90e-02      3.93e-04      4.36e-02    1.4e-07
 346300      4.76e-02      2.79e-04      4.38e-02    1.4e-07
 346400      3.91e-02      1.77e-04      3.60e-02    1.4e-07
 346500      5.12e-02      3.81e-04      4.59e-02    1.4e-07
 346600      4.10e-02      2.50e-04      3.73e-02    1.4e-07
 346700      4.64e-02      5.91e-05      4.34e-02    1.4e-07
 346800      4.80e-02      3.75e-04      4.28e-02    1.4e-07
 346900      3.91e-02      6.72e-05      3.65e-02    1.4e-07
 347000      4.03e-02      7.38e-05      3.77e-02    1.4e-07
 347100      5.37e-02      2.47e-04      4.95e-02    1.4e-07
 347200      4.62e-02      1.11e-04      4.31e-02    1.4e-07
 347300      4.31e-02      3.28e-04      3.85e-02    1.4e-07
 347400      4.23e-02      4.72e-04      3.70e-02    1.4e-07
 347500      4.49e-02      3.53e-04      4.08e-02    1.4e-07
 347600      4.07e-02      5.78e-05      3.81e-02    1.4e-07
 347700      6.29e-02      3.50e-04      5.75e-02    1.4e-07
 347800      4.41e-02      9.04e-05      4.12e-02    1.4e-07
 347900      4.71e-02      1.74e-04      4.36e-02    1.4e-07
 348000      5.74e-02      2.99e-04      5.28e-02    1.3e-07
 348100      5.22e-02      1.50e-04      4.87e-02    1.3e-07
 348200      5.32e-02      1.23e-04      4.98e-02    1.3e-07
 348300      4.15e-02      4.60e-04      3.51e-02    1.3e-07
 348400      4.60e-02      1.86e-04      4.27e-02    1.3e-07
 348500      4.26e-02      1.99e-04      3.93e-02    1.3e-07
 348600      7.81e-02      8.67e-04      6.60e-02    1.3e-07
 348700      5.25e-02      5.38e-04      4.67e-02    1.3e-07
 348800      4.38e-02      1.33e-03      4.04e-02    1.3e-07
 348900      5.08e-02      2.86e-04      4.65e-02    1.3e-07
 349000      4.40e-02      2.16e-04      4.05e-02    1.3e-07
 349100      6.11e-02      7.69e-04      4.99e-02    1.3e-07
 349200      4.61e-02      1.95e-04      4.27e-02    1.3e-07
 349300      4.26e-02      1.75e-04      3.95e-02    1.3e-07
 349400      3.89e-02      6.84e-05      3.65e-02    1.3e-07
 349500      4.38e-02      1.43e-04      4.08e-02    1.3e-07
 349600      5.25e-02      3.17e-04      4.79e-02    1.3e-07
 349700      4.16e-02      2.36e-04      3.84e-02    1.3e-07
 349800      4.22e-02      8.99e-05      3.96e-02    1.3e-07
 349900      5.22e-02      3.89e-04      4.69e-02    1.3e-07
 350000      4.39e-02      2.43e-04      4.04e-02    1.3e-07
 350100      4.33e-02      1.88e-04      4.02e-02    1.3e-07
 350200      3.87e-02      2.96e-04      3.48e-02    1.3e-07
 350300      3.78e-02      1.53e-04      3.52e-02    1.3e-07
 350400      5.02e-02      2.97e-04      4.65e-02    1.3e-07
 350500      4.81e-02      2.69e-04      4.42e-02    1.3e-07
 350600      4.69e-02      1.63e-04      4.37e-02    1.3e-07
 350700      4.74e-02      2.82e-04      4.39e-02    1.3e-07
 350800      2.18e-02      7.10e-04      2.01e-02    1.3e-07
 350900      5.14e-02      2.44e-04      4.76e-02    1.3e-07
 351000      1.76e-02      8.26e-04      1.58e-02    1.3e-07
 351100      4.06e-02      3.10e-04      3.71e-02    1.3e-07
 351200      5.22e-02      2.67e-04      4.82e-02    1.3e-07
 351300      4.48e-02      1.48e-04      4.18e-02    1.3e-07
 351400      5.32e-02      1.74e-04      4.97e-02    1.3e-07
 351500      5.07e-02      2.79e-04      4.66e-02    1.3e-07
 351600      4.82e-02      1.88e-04      4.49e-02    1.3e-07
 351700      6.20e-02      1.06e-03      4.35e-02    1.3e-07
 351800      5.08e-02      3.24e-04      4.63e-02    1.3e-07
 351900      5.37e-02      1.62e-04      5.02e-02    1.3e-07
 352000      4.61e-02      2.86e-04      4.22e-02    1.2e-07
 352100      4.69e-02      1.69e-04      4.41e-02    1.2e-07
 352200      4.71e-02      1.75e-05      4.45e-02    1.2e-07
 352300      5.05e-02      5.21e-04      4.37e-02    1.2e-07
 352400      4.98e-02      2.38e-04      4.62e-02    1.2e-07
 352500      4.39e-02      6.43e-05      4.14e-02    1.2e-07
 352600      4.29e-02      2.01e-04      3.99e-02    1.2e-07
 352700      5.19e-02      1.76e-04      4.86e-02    1.2e-07
 352800      3.96e-02      8.28e-05      3.73e-02    1.2e-07
 352900      4.85e-02      3.24e-04      4.42e-02    1.2e-07
 353000      3.86e-02      2.05e-04      3.56e-02    1.2e-07
 353100      4.83e-02      2.52e-04      4.46e-02    1.2e-07
 353200      4.21e-02      1.91e-04      3.91e-02    1.2e-07
 353300      4.25e-02      2.50e-04      3.91e-02    1.2e-07
 353400      4.99e-02      3.89e-04      4.49e-02    1.2e-07
 353500      4.55e-02      1.71e-04      4.25e-02    1.2e-07
 353600      4.93e-02      5.10e-04      4.27e-02    1.2e-07
 353700      5.10e-02      3.15e-04      4.67e-02    1.2e-07
 353800      3.18e-02      1.23e-03      2.91e-02    1.2e-07
 353900      5.43e-02      1.51e-03      5.05e-02    1.2e-07
 354000      5.65e-02      3.41e-04      5.20e-02    1.1e-07
 354100      4.95e-02      1.29e-04      4.67e-02    1.1e-07
 354200      3.95e-02      2.45e-04      3.63e-02    1.1e-07
 354300      4.62e-02      1.91e-04      4.34e-02    1.1e-07
 354400      4.94e-02      1.89e-04      4.63e-02    1.1e-07
 354500      4.02e-02      8.18e-05      3.80e-02    1.1e-07
 354600      4.18e-02      2.40e-04      3.85e-02    1.1e-07
 354700      4.38e-02      2.64e-04      4.03e-02    1.1e-07
 354800      4.38e-02      2.48e-04      4.04e-02    1.1e-07
 354900      4.64e-02      2.33e-04      4.31e-02    1.1e-07
 355000      5.74e-02      3.09e-04      5.32e-02    1.1e-07
 355100      4.81e-02      6.59e-04      3.85e-02    1.1e-07
 355200      3.92e-02      2.65e-04      3.58e-02    1.1e-07
 355300      8.24e-02      1.25e-03      6.31e-02    1.1e-07
 355400      5.49e-02      3.96e-04      5.00e-02    1.1e-07
 355500      4.14e-02      2.00e-04      3.88e-02    1.1e-07
 355600      4.06e-02      9.92e-05      3.83e-02    1.1e-07
 355700      4.66e-02      1.96e-04      4.35e-02    1.1e-07
 355800      4.50e-02      3.16e-04      4.10e-02    1.1e-07
 355900      4.22e-02      1.02e-04      3.98e-02    1.1e-07
 356000      5.70e-02      4.78e-04      5.11e-02    1.1e-07
 356100      4.26e-02      1.37e-04      4.01e-02    1.1e-07
 356200      5.53e-02      2.80e-04      5.15e-02    1.1e-07
 356300      4.12e-02      1.90e-04      3.85e-02    1.1e-07
 356400      4.61e-02      2.15e-04      4.31e-02    1.1e-07
 356500      4.53e-02      4.52e-04      3.96e-02    1.1e-07
 356600      5.13e-02      2.87e-04      4.76e-02    1.1e-07
 356700      4.60e-02      5.86e-04      4.00e-02    1.1e-07
 356800      5.16e-02      4.53e-04      4.60e-02    1.1e-07
 356900      3.76e-02      3.83e-05      3.57e-02    1.1e-07
 357000      2.99e-02      1.18e-03      2.75e-02    1.1e-07
 357100      4.74e-02      2.14e-04      4.43e-02    1.1e-07
 357200      4.50e-02      9.16e-05      4.26e-02    1.1e-07
